mX,mY,mZ,gX,gY,gZ,aX,aY,aZ,label
52.77,-28.38,10.34,-31.07,13.55,4.46,-0.44,0.64,0.2,1
42.35,4.52,-46.84,-0.79,0.06,0.43,-0.04,-0.03,1.0,3
59.59,-11.78,17.19,19.53,-83.5,-36.01,0.64,0.38,-0.89,2
13.89,-19.82,28.61,16.78,67.38,5.25,-0.7,0.34,-0.34,2
50.7,-20.35,18.51,-39.43,42.11,-66.1,1.37,-0.07,-0.39,0
47.4,-7.91,24.82,25.76,14.16,2.2,1.0,0.2,-0.63,0
50.4,-12.48,22.05,8.73,7.75,30.58,1.02,0.28,-0.42,0
49.18,-8.41,22.79,-9.22,12.76,-36.19,0.85,0.14,-0.25,0
33.76,-17.11,33.37,31.25,111.51,8.85,-0.33,0.38,-0.92,2
42.55,4.83,-46.9,-0.73,0.0,0.43,-0.04,-0.03,1.0,3
42.27,4.47,-46.77,-0.73,0.0,0.43,-0.04,-0.03,1.0,3
49.61,-17.85,21.28,81.42,-17.33,48.52,1.28,-0.05,-0.53,0
58.56,-25.2,-2.03,0.49,16.66,-87.28,0.59,0.91,0.22,2
47.53,-15.61,31.05,-13.92,-66.1,-22.89,0.11,0.4,-0.91,2
50.65,-9.53,22.69,62.38,-23.38,35.77,1.21,0.14,-0.42,0
42.42,4.16,-47.69,-0.61,0.06,0.49,-0.04,-0.03,1.0,3
60.05,-16.86,15.48,-2.75,-39.67,-8.3,0.5,0.38,-0.76,2
54.08,-30.47,-1.82,2.2,0.43,-67.38,0.31,0.94,0.16,2
16.97,-36.07,-4.39,8.42,-2.26,12.02,-0.72,0.33,0.33,2
50.9,-26.57,16.52,3.3,-19.96,30.76,0.71,-0.01,-0.42,0
63.53,-18.97,0.85,-8.61,-14.95,87.1,0.8,0.87,0.14,2
53.83,-30.93,6.59,-20.39,-1.4,10.38,-0.79,0.15,-0.19,1
49.99,-9.67,23.3,29.72,-25.27,86.06,1.13,0.15,-0.48,0
50.38,-33.57,7.35,-5.49,118.96,-292.79,-0.15,1.13,0.29,1
51.06,-32.65,2.99,-0.98,8.91,-88.38,0.32,1.02,0.18,2
49.33,-9.85,22.64,57.37,-3.78,61.4,1.23,0.32,-0.53,0
24.94,-15.53,34.08,-17.4,-82.58,-17.09,-0.52,0.36,-0.84,2
30.81,-36.77,-2.25,1.83,67.02,-100.04,1.05,-0.74,-0.51,1
40.12,-37.46,5.64,117.49,-61.04,271.97,0.19,-0.53,-0.48,1
50.01,-15.95,21.18,-31.92,-0.31,-7.69,0.77,0.11,-0.24,0
49.56,-12.35,23.8,34.42,-9.7,33.39,1.11,0.04,-0.41,0
50.99,-16.03,22.31,43.82,-11.72,23.13,1.14,-0.15,-0.67,0
58.69,-28.11,1.5,-5.92,10.13,-90.39,0.5,0.97,0.17,2
48.4,-32.63,9.45,76.42,-7.45,102.6,1.34,0.02,-0.65,1
56.3,-12.48,20.87,-3.72,-100.28,-14.4,0.49,0.37,-0.96,2
41.94,4.28,-46.77,-0.67,0.0,0.55,-0.04,-0.03,1.0,3
41.91,-18.48,31.1,18.86,97.17,26.92,-0.18,0.39,-1.01,2
49.3,-12.84,23.45,-26.0,39.25,-60.91,0.97,-0.09,-0.22,0
50.98,-32.18,9.83,-30.7,7.63,20.14,0.53,-0.29,-0.46,0
62.49,-20.31,1.15,11.47,-14.71,73.49,0.98,0.93,0.05,2
25.26,-21.35,32.25,-1.59,-71.59,-13.98,-0.52,0.41,-0.64,2
42.44,-17.32,33.25,-6.65,-90.64,-24.96,-0.11,0.39,-1.02,2
49.28,-8.47,24.22,-2.87,11.96,37.84,1.02,0.13,-0.45,0
53.02,-23.27,15.87,-83.5,63.54,-53.1,1.02,0.21,-0.44,0
49.98,-23.13,18.85,23.99,-49.19,36.56,0.79,-0.06,-0.49,0
38.32,-39.25,2.77,-178.71,-40.28,-252.32,0.75,2.16,0.41,1
31.53,-37.81,1.61,30.33,54.2,-134.77,3.02,-0.04,-0.62,1
42.03,4.96,-46.62,-0.61,-0.06,0.43,-0.04,-0.03,1.0,3
42.36,4.9,-46.53,-0.79,-0.12,0.37,-0.04,-0.03,1.0,3
49.63,-21.2,18.58,44.98,-10.68,47.97,0.95,0.02,-0.48,0
52.4,-13.29,26.81,-16.66,34.06,20.45,0.12,0.38,-1.25,2
49.79,-29.15,12.38,-26.25,0.67,-22.03,0.96,-0.03,-0.45,0
51.78,-26.72,14.7,11.29,-6.65,18.86,0.61,-0.15,-0.43,0
50.43,-29.28,11.63,-4.03,-4.58,9.22,0.65,-0.17,-0.4,0
48.95,-24.63,17.97,-38.33,-0.79,-31.68,0.88,0.13,-0.28,0
47.23,-32.75,13.77,21.67,-105.96,162.11,2.21,0.13,-0.36,1
49.43,-18.81,22.0,68.48,-20.08,12.02,1.0,-0.15,-0.47,0
41.83,4.35,-46.94,-0.73,0.0,0.43,-0.04,-0.03,1.0,3
48.41,-26.1,22.33,-10.31,105.96,93.51,0.1,0.84,-0.61,2
51.1,-26.04,14.94,4.52,-3.78,-1.1,0.76,-0.26,-0.55,0
48.01,-9.94,24.54,3.78,-12.7,39.73,1.14,0.18,-0.54,0
52.45,-27.82,11.58,-42.24,-10.25,-0.12,-0.61,0.79,0.2,1
33.22,-33.02,3.42,-15.5,-36.13,125.49,0.42,-0.95,-0.66,1
48.84,-11.34,24.6,25.51,-32.53,63.11,1.13,-0.06,-0.56,0
44.3,-37.66,4.59,71.59,-14.59,190.8,1.32,0.53,0.24,1
53.0,-23.99,16.14,-58.04,57.62,-29.85,0.83,0.1,-0.39,0
50.56,-29.04,12.05,-9.22,-24.54,109.56,3.15,3.32,0.02,1
55.46,-16.61,22.0,-4.94,58.96,17.64,0.29,0.39,-0.94,2
42.18,4.63,-46.24,-0.73,0.06,0.24,-0.04,-0.03,1.0,3
42.41,5.4,-46.42,-0.61,0.06,0.49,-0.04,-0.03,1.0,3
50.76,-33.18,6.21,23.8,10.5,8.42,-0.62,-0.01,0.01,1
53.61,-30.88,-0.35,-11.17,19.59,-93.32,0.43,1.01,0.16,2
31.07,-14.53,33.53,14.65,166.81,15.5,-0.19,0.29,-0.91,2
49.8,-10.74,24.67,49.99,-42.24,54.81,0.96,-0.1,-0.57,0
27.09,-39.06,-0.39,-5.74,-17.46,-90.94,-0.39,0.68,0.23,2
50.61,-10.73,22.09,-8.54,7.75,-5.07,0.7,0.5,-0.21,0
51.94,-31.96,3.53,7.63,-48.22,56.88,0.7,-0.15,-0.35,0
29.54,-35.03,2.43,17.4,0.85,121.46,0.44,-0.82,-0.49,1
49.21,-13.51,22.14,7.87,4.21,11.23,1.11,0.28,-0.36,0
23.03,-36.94,-7.65,-16.24,-8.06,-58.78,-0.56,0.4,0.33,2
29.44,-37.72,-1.79,-62.32,21.3,-152.59,3.9,3.89,-0.12,1
60.99,-22.74,3.1,-6.9,6.1,-66.22,0.75,1.17,0.14,2
62.57,-20.5,1.71,-12.7,5.13,-67.02,0.81,1.01,0.19,2
32.23,-37.87,3.38,6.65,24.6,70.07,-0.33,0.8,0.09,2
49.12,-12.57,23.03,-27.83,-21.0,46.88,1.11,0.2,-0.4,0
50.01,-29.17,13.09,73.61,-62.44,14.95,0.21,0.92,0.27,1
49.02,-34.11,6.64,2.81,-169.43,215.94,0.22,-0.87,-0.12,1
48.57,-14.1,22.18,43.27,-27.65,71.11,1.23,0.14,-0.59,0
38.11,-24.56,29.71,-12.33,-71.23,-33.33,-0.25,0.61,-0.89,2
50.28,-13.29,28.66,-7.08,-70.19,-9.46,0.1,0.33,-1.05,2
42.37,5.64,-48.94,-0.85,-0.06,0.55,-0.04,-0.03,1.0,3
41.74,-36.76,0.65,22.77,21.18,90.39,-0.11,0.8,0.07,2
23.79,-16.2,34.19,-14.71,-83.8,-20.14,-0.51,0.34,-0.77,2
52.25,-25.01,14.98,47.3,-60.36,55.18,0.7,-0.17,-0.34,0
51.46,-24.56,17.1,43.03,-41.32,71.66,0.89,-0.04,-0.4,0
51.9,-30.94,9.34,6.84,14.04,28.99,-0.58,0.2,0.06,1
41.09,-16.43,32.5,5.31,93.93,13.43,-0.24,0.36,-1.1,2
50.33,-15.53,20.61,-55.79,6.65,-48.71,1.05,0.15,-0.22,0
32.68,-37.05,-3.08,-51.64,17.94,-173.52,4.0,4.0,0.0,1
36.23,-35.52,-0.09,-127.69,47.79,-137.21,1.9,2.14,0.46,1
50.54,-16.96,20.69,-25.33,20.32,-51.45,1.06,0.32,-0.18,0
50.43,-12.1,22.31,-66.71,0.92,-41.32,0.98,0.22,-0.28,0
24.85,-38.33,-6.37,-8.97,-12.33,-78.98,-0.47,0.52,0.33,2
42.85,-36.3,8.06,137.15,8.36,82.09,0.4,-0.15,-0.5,1
53.92,-20.17,16.22,-3.54,-6.65,-11.84,0.88,0.18,-0.05,0
47.07,-15.6,28.86,4.82,92.29,16.54,0.09,0.37,-1.1,2
50.33,-20.4,18.19,-32.71,23.99,-58.53,1.26,0.13,-0.33,0
42.64,5.15,-47.03,-0.79,0.06,0.49,-0.04,-0.03,1.0,3
1.37,-13.72,19.63,14.83,27.65,7.87,-0.8,0.19,0.2,2
29.37,-36.63,0.11,-1.95,27.4,-53.59,1.09,-1.12,-0.52,1
51.1,-31.54,7.46,-35.95,27.28,-6.29,-0.55,0.69,0.2,1
11.49,-19.18,27.22,7.14,-6.41,-5.25,-0.81,0.34,-0.31,2
50.55,-13.94,20.64,18.01,11.35,0.98,1.02,0.17,-0.37,0
48.08,-14.25,29.43,-5.74,102.48,33.08,0.15,0.28,-0.99,2
49.76,-12.45,21.95,-0.12,4.03,-25.39,0.86,0.11,-0.25,0
51.4,-24.57,16.59,-72.08,-6.47,-15.93,1.03,-0.15,-0.54,0
42.29,5.14,-47.33,-0.73,-0.06,0.43,-0.04,-0.03,1.0,3
30.48,-38.85,-3.78,-6.04,22.77,-68.05,1.76,-0.54,-0.61,1
49.38,-17.66,19.87,-49.99,6.04,-30.82,0.82,0.03,-0.38,0
50.15,-21.3,18.33,-42.6,4.82,-26.86,1.04,0.19,-0.33,0
49.16,-11.95,23.4,19.78,-2.93,47.12,0.76,0.3,-0.53,0
41.69,5.43,-47.47,-0.85,-0.06,0.49,-0.04,-0.03,1.0,3
24.19,-27.22,28.0,-19.35,-44.86,-17.09,-0.58,0.52,-0.53,2
50.24,-27.06,13.95,41.75,-18.62,41.69,0.94,0.02,-0.39,0
36.18,-36.76,-2.58,10.99,-0.37,92.65,-0.19,0.74,0.15,2
42.02,4.15,-46.08,-0.79,0.0,0.49,-0.04,-0.03,1.0,3
42.15,4.42,-48.03,-0.67,0.0,0.43,-0.04,-0.03,1.0,3
53.06,-24.39,16.92,-28.44,-12.15,3.85,0.72,0.03,-0.33,0
27.84,-37.63,1.38,11.96,10.8,58.84,-0.48,0.73,0.17,2
54.33,-27.45,8.44,-8.61,21.24,14.95,-0.33,0.75,0.19,1
54.48,-20.98,21.89,8.3,49.87,17.46,0.26,0.49,-0.86,2
34.5,-38.38,0.43,-10.99,-11.05,-94.6,-0.2,0.84,0.2,2
49.83,-13.29,20.39,34.36,-26.06,50.35,0.79,0.12,-0.36,0
41.94,4.72,-48.03,-0.67,0.12,0.49,-0.04,-0.03,1.0,3
49.43,-12.4,22.36,-32.59,2.93,-14.34,0.98,0.12,-0.29,0
27.2,-38.27,-2.87,-18.98,-12.21,-111.88,-0.34,0.56,0.21,2
49.22,-32.06,10.03,78.61,15.93,-60.3,-0.86,0.55,0.32,1
50.96,-19.92,19.67,-46.51,6.23,-38.76,1.11,0.05,-0.34,0
42.13,4.58,-47.05,-0.61,0.12,0.49,-0.04,-0.03,1.0,3
50.35,-32.87,-4.24,-6.41,12.21,-92.96,0.27,0.91,0.25,2
50.21,-21.33,19.36,32.59,-23.32,41.69,0.98,-0.07,-0.43,0
48.8,-31.16,14.88,-31.13,13.49,122.86,4.0,3.16,0.41,1
58.47,-14.94,17.4,18.55,56.21,0.37,0.47,0.38,-0.99,2
61.6,-21.87,0.79,-11.35,-10.99,62.74,0.72,0.91,0.1,2
27.15,-39.31,-0.35,35.58,31.49,93.63,-0.26,0.5,0.24,2
41.85,4.36,-47.75,-0.79,0.0,0.49,-0.04,-0.03,1.0,3
34.99,-39.11,2.51,-180.6,-55.6,-350.59,0.03,1.64,0.03,1
47.75,-8.57,24.52,-16.36,12.21,22.71,0.95,0.11,-0.37,0
51.51,-29.16,13.4,-63.96,7.2,-7.45,1.07,-0.33,-0.69,0
51.31,-21.52,18.13,65.67,-41.44,96.92,1.0,0.04,-0.31,0
59.68,-25.94,2.6,8.91,-3.78,101.81,0.63,0.96,0.04,2
47.72,-8.08,24.9,12.88,-9.7,7.81,1.24,0.28,-0.56,0
50.46,-8.85,22.69,-37.72,14.1,-10.56,0.84,0.4,-0.2,0
42.5,4.7,-46.66,-0.79,-0.12,0.31,-0.04,-0.03,1.0,3
49.77,-30.83,13.99,-12.45,-1.71,-7.87,-0.41,0.52,0.03,1
53.92,-25.51,13.82,104.8,-32.65,67.2,0.82,1.39,0.03,1
42.15,4.87,-46.73,-0.79,0.0,0.61,-0.04,-0.03,1.0,3
50.42,-9.31,22.8,-20.75,5.0,-10.93,0.83,0.46,-0.26,0
48.83,-9.68,24.08,4.15,-8.67,42.6,1.09,0.17,-0.57,0
56.51,-10.84,21.15,-32.1,79.47,25.27,0.26,0.33,-1.17,2
34.53,-36.89,2.01,-64.58,12.45,-216.86,3.43,4.0,-0.46,1
51.09,-14.18,22.55,61.46,-28.99,49.44,1.19,-0.06,-0.62,0
64.05,-18.41,0.96,-6.77,-4.09,12.27,0.7,1.17,0.17,2
54.54,-30.13,7.53,44.92,-51.15,62.87,0.77,-0.21,-0.44,0
51.78,-28.33,11.73,1.95,-9.64,96.86,2.47,3.69,-0.04,1
60.68,-24.38,-1.77,-2.99,22.4,-85.75,0.67,0.97,0.17,2
48.67,-14.86,22.71,16.48,-30.4,52.49,0.94,0.14,-0.58,0
42.05,4.88,-47.67,-0.85,-0.06,0.55,-0.04,-0.03,1.0,3
48.86,-9.91,23.12,42.11,10.93,8.85,1.12,0.19,-0.36,0
61.94,-15.0,10.69,2.32,-30.03,-9.7,0.6,0.37,-0.74,2
26.21,-37.65,-3.34,-17.52,62.44,-129.27,3.62,1.04,-0.38,1
42.76,5.04,-46.17,-0.67,0.06,0.37,-0.04,-0.03,1.0,3
50.29,-14.55,21.52,103.76,-38.76,51.45,1.2,-0.06,-0.36,0
51.11,-22.47,17.3,81.48,-13.12,24.84,1.14,0.04,-0.36,0
39.59,-37.77,3.99,147.89,-33.81,52.86,0.46,-0.05,-0.62,1
51.23,-31.65,8.65,54.69,12.39,27.34,0.38,0.89,0.36,1
60.5,-12.21,15.71,-6.65,40.47,13.61,0.43,0.43,-1.04,2
42.53,5.41,-47.27,-0.92,0.0,0.55,-0.04,-0.03,1.0,3
62.04,-10.27,10.78,12.45,-31.19,-17.15,0.55,0.4,-1.03,2
41.66,4.91,-46.81,-0.67,0.06,0.43,-0.04,-0.03,1.0,3
50.05,-12.95,22.27,-30.21,28.69,-74.65,0.98,0.22,-0.26,0
42.33,5.41,-46.8,-0.73,0.0,0.43,-0.04,-0.03,1.0,3
54.13,-23.79,14.04,111.88,-4.94,-64.03,-0.82,1.28,0.02,1
51.05,-31.88,8.29,-33.75,11.23,-19.1,0.92,-0.14,-0.46,0
28.34,-33.53,4.7,30.03,10.19,105.83,0.19,-0.76,-0.29,1
25.57,-38.22,-1.28,-2.75,33.75,-52.06,1.08,-0.93,-0.32,1
45.69,-33.35,12.27,83.98,-19.78,-15.99,-0.12,0.49,0.19,1
51.33,-12.43,21.12,79.59,-7.87,26.43,1.06,0.23,-0.47,0
52.04,-24.16,22.12,19.17,-28.5,-53.83,0.21,0.7,-0.74,2
47.88,-7.92,23.34,-12.76,9.22,-24.05,0.81,0.31,-0.21,0
37.49,-35.85,-3.56,-81.54,45.9,-115.11,3.23,4.0,0.66,1
30.11,-38.56,-1.81,-28.38,14.47,-74.46,1.26,-0.38,-0.27,1
53.02,-19.46,17.68,-61.1,53.65,-57.5,1.1,-0.06,-0.25,0
8.7,-21.69,23.65,9.95,71.84,11.23,-0.85,0.3,-0.22,2
42.13,5.09,-48.24,-0.61,0.0,0.37,-0.04,-0.03,1.0,3
52.04,-30.2,10.29,-124.82,-10.74,-252.62,0.06,1.19,0.24,1
50.7,-15.44,21.36,-98.75,-2.38,-58.04,1.13,0.14,-0.27,0
49.67,-11.52,21.77,11.17,-2.75,41.26,1.17,0.15,-0.38,0
53.38,-27.01,12.28,-37.48,19.41,-5.49,-0.64,0.64,0.14,1
52.14,-13.82,27.26,-0.67,120.97,34.55,0.33,0.38,-1.18,2
51.6,-13.02,21.36,-44.37,47.79,-46.08,1.05,0.25,-0.16,0
30.43,-35.27,3.47,187.99,-2.14,47.61,0.6,-0.82,-0.52,1
52.12,-26.32,15.06,31.62,-22.34,8.36,-0.26,0.77,0.13,1
18.79,-19.4,31.13,28.69,59.57,4.82,-0.53,0.27,-0.47,2
50.07,-23.14,16.2,-43.82,15.14,-25.27,0.85,0.14,-0.34,0
61.99,-21.33,4.48,-2.69,-6.84,98.51,0.75,1.05,-0.01,2
42.42,4.61,-47.39,-0.67,0.0,0.31,-0.04,-0.03,1.0,3
47.96,-6.31,24.37,-4.76,10.99,-44.37,0.86,0.27,-0.31,0
49.51,-34.17,5.31,-33.02,-13.12,-85.82,0.27,1.15,0.08,2
32.24,-38.33,-1.01,6.71,3.23,33.57,-0.39,0.75,0.18,2
38.18,-19.37,31.31,0.85,60.79,14.95,-0.24,0.42,-0.89,2
49.4,-22.18,18.82,54.75,-21.18,41.32,1.01,-0.16,-0.43,0
48.85,-29.9,13.28,2.38,-4.7,6.29,0.66,-0.07,-0.36,0
50.95,-14.87,21.01,52.37,-15.56,77.88,1.1,0.21,-0.37,0
55.85,-18.93,21.56,16.05,70.37,37.17,0.36,0.62,-0.87,2
52.93,-26.61,15.22,-36.5,60.42,16.97,-0.59,0.31,0.16,1
47.88,-32.14,12.33,26.06,4.15,116.09,0.91,1.26,-0.02,1
20.45,-36.96,-6.99,3.11,12.15,46.26,-0.6,0.26,0.34,2
42.03,4.72,-48.14,-0.67,0.0,0.31,-0.04,-0.03,1.0,3
32.32,-38.62,2.34,206.67,-23.93,226.2,0.31,-0.26,-0.18,1
50.33,-32.56,10.14,-93.57,-36.13,-23.8,-0.88,0.29,0.13,1
47.31,-14.9,30.25,-18.49,-101.26,-27.71,0.15,0.37,-0.99,2
23.88,-37.59,-7.41,-0.18,-0.18,-12.88,-0.59,0.48,0.34,2
42.21,4.66,-47.97,-0.67,0.0,0.37,-0.04,-0.03,1.0,3
39.04,-36.25,-1.61,-124.08,3.91,-117.25,1.72,2.05,0.48,1
13.28,-16.09,31.01,-13.79,-104.98,-11.54,-0.64,0.29,-0.53,2
43.57,-34.55,8.59,28.14,-35.77,156.37,3.11,1.43,0.21,1
46.15,-34.57,9.58,40.59,27.59,126.89,3.86,3.1,0.42,1
38.09,-36.34,6.49,53.65,41.32,110.9,1.02,0.07,-0.55,1
42.18,5.08,-47.46,-0.73,0.0,0.55,-0.04,-0.03,1.0,3
36.54,-36.71,1.25,-111.27,-6.1,-84.78,2.56,4.0,-0.58,1
51.88,-19.23,19.97,16.54,-37.96,50.35,0.88,-0.02,-0.47,0
49.45,-11.76,23.24,-7.81,8.97,-26.0,0.8,0.36,-0.27,0
50.61,-26.42,16.94,50.35,-36.8,96.44,0.97,-0.04,-0.53,0
25.79,-38.02,-3.58,-5.25,42.91,-56.09,0.93,-0.64,-0.34,1
30.49,-36.29,2.39,19.96,-4.64,109.5,0.26,-1.0,-0.7,1
54.33,-33.4,7.08,-7.02,3.72,-18.37,0.82,-0.15,-0.48,0
50.95,-31.29,10.78,-54.93,36.38,27.95,-0.75,0.66,0.01,1
14.86,-15.41,31.6,9.64,80.63,11.54,-0.61,0.25,-0.44,2
50.42,-13.89,20.4,-15.93,11.47,-21.61,0.82,0.28,-0.14,0
48.57,-33.64,4.68,-39.98,-15.81,-39.79,0.95,-0.24,-0.52,0
48.63,-7.62,24.04,-7.45,-12.63,24.84,1.13,0.16,-0.51,0
52.51,-26.84,14.78,-94.06,0.61,-22.03,0.81,-0.12,-0.66,0
42.87,4.88,-47.33,-0.92,-0.12,0.49,-0.04,-0.03,1.0,3
52.05,-31.86,-1.22,-11.6,5.19,-72.88,0.27,0.96,0.16,2
49.76,-13.95,22.27,-7.75,-4.09,-27.95,0.88,0.1,-0.2,0
17.88,-14.75,31.68,10.86,80.99,14.28,-0.64,0.28,-0.62,2
41.87,4.41,-47.61,-0.55,-0.12,0.31,-0.04,-0.03,1.0,3
30.59,-21.13,32.75,5.62,60.3,12.02,-0.4,0.41,-0.74,2
41.91,-36.44,-1.82,8.48,5.31,77.03,-0.07,0.96,0.21,2
61.21,-11.73,13.9,11.54,-14.95,-12.02,0.54,0.42,-1.02,2
49.85,-8.07,24.63,49.38,24.41,-11.54,1.13,0.06,-0.28,0
47.16,-33.84,8.85,55.36,-19.29,160.83,1.28,0.46,-0.37,1
52.21,-27.69,11.39,24.48,-47.3,57.19,0.76,-0.14,-0.19,0
42.0,4.8,-47.5,-0.79,-0.06,0.37,-0.04,-0.03,1.0,3
50.15,-35.28,5.9,-155.52,-72.57,-237.06,-0.03,0.63,0.3,1
56.65,-16.74,20.57,-5.43,-48.89,-24.11,0.29,0.47,-0.9,2
34.01,-37.46,5.21,157.65,-74.34,128.78,0.14,-0.53,-0.34,1
42.71,5.05,-46.37,-0.85,0.0,0.24,-0.04,-0.03,1.0,3
41.82,4.94,-47.84,-0.49,0.0,0.49,-0.04,-0.03,1.0,3
60.14,-15.91,14.71,2.81,53.22,9.16,0.52,0.38,-0.83,2
27.86,-37.85,-7.6,4.27,-7.87,-53.71,-0.49,0.64,0.37,2
64.01,-8.36,3.16,-20.75,-6.16,41.08,0.98,0.5,0.08,2
35.33,-27.53,28.03,36.32,95.83,52.37,-0.18,0.66,-0.63,2
42.59,5.13,-47.0,-0.79,-0.12,0.43,-0.04,-0.03,1.0,3
50.88,-17.13,20.21,34.3,-2.62,17.15,1.06,-0.1,-0.38,0
30.62,-34.78,-0.94,2.87,-70.01,148.56,0.24,-1.45,-0.64,1
48.23,-13.48,24.4,78.25,-32.17,22.64,1.2,-0.04,-0.58,0
49.5,-19.91,20.25,30.88,-9.16,48.52,0.85,-0.18,-0.39,0
21.86,-36.63,-4.83,-3.72,12.39,62.93,-0.56,0.57,0.31,2
48.11,-34.28,-1.68,41.56,20.87,113.53,0.15,0.85,0.13,2
42.99,4.69,-47.06,-0.67,0.0,0.49,-0.04,-0.03,1.0,3
58.18,-13.18,18.87,-6.96,0.67,3.54,0.34,0.51,-1.11,2
51.86,-28.44,13.85,86.12,-23.19,54.75,0.94,-0.09,-0.44,0
50.32,-12.76,22.27,10.86,35.52,-80.02,0.91,0.07,-0.25,0
49.15,-11.46,23.47,-24.54,19.1,-42.97,0.93,0.17,-0.21,0
51.38,-27.77,13.39,52.31,-52.31,89.05,0.77,-0.21,-0.37,0
28.56,-36.12,0.84,45.29,6.04,189.82,0.25,-0.99,-0.32,1
50.35,-12.7,19.89,3.97,20.81,-2.2,0.65,0.37,-0.13,0
54.77,-13.72,24.07,-4.7,-82.82,-26.49,0.32,0.4,-1.1,2
49.99,-13.53,21.59,-26.86,-10.74,0.49,0.91,0.39,-0.22,0
58.26,-26.62,-1.33,-6.59,16.42,-94.91,0.6,1.0,0.19,2
58.47,-26.39,0.95,-9.09,18.43,-67.38,0.48,0.89,0.17,2
40.89,-34.96,-3.06,-205.02,-2.2,-205.2,0.81,1.29,0.64,1
48.52,-13.64,22.8,86.91,-5.25,24.05,1.11,0.05,-0.52,0
41.7,4.48,-46.23,-0.73,0.0,0.49,-0.04,-0.03,1.0,3
44.1,-20.42,29.24,0.92,73.0,19.17,-0.08,0.45,-0.87,2
50.63,-29.25,12.28,-22.83,26.31,-32.53,-0.54,0.79,0.13,1
57.13,-27.28,5.96,-18.74,0.67,-82.34,0.5,0.89,0.09,2
35.75,-33.7,0.62,-112.55,18.74,-89.84,1.98,2.79,0.6,1
33.45,-37.89,7.28,144.04,34.67,239.62,0.46,0.43,-0.51,1
52.45,-15.26,19.15,-30.76,23.99,-42.48,0.89,0.15,-0.08,0
33.9,-17.59,34.01,8.79,54.87,17.7,-0.33,0.36,-0.96,2
27.11,-37.89,-1.28,15.93,21.79,104.98,-0.3,0.54,0.18,2
52.23,-29.03,12.71,-128.66,3.05,-210.14,-0.01,0.67,0.25,1
56.57,-13.13,22.17,15.63,-83.37,-58.11,0.45,0.37,-0.96,2
33.12,-38.07,-2.93,14.83,5.31,91.74,-0.31,0.83,0.2,2
51.67,-22.2,17.87,62.93,-57.8,95.76,0.97,-0.22,-0.41,0
48.1,-33.25,5.35,140.38,-11.54,25.63,0.85,-0.01,-0.2,1
51.88,-31.19,7.69,50.66,-5.98,60.24,1.38,2.36,0.43,1
48.17,-11.99,23.83,14.28,7.26,64.76,1.15,0.26,-0.43,0
37.57,-36.43,-1.51,-72.51,39.79,-122.99,4.0,4.0,0.13,1
31.02,-31.87,2.66,11.78,-48.71,93.57,0.27,-0.5,-0.6,1
50.09,-33.25,6.26,-234.5,45.17,-288.21,0.66,1.45,0.56,1
51.22,-30.55,10.68,12.45,1.16,101.07,3.71,4.0,0.38,1
30.88,-38.37,-0.9,-50.9,-20.51,-218.75,2.36,4.0,-0.31,1
48.06,-31.02,11.87,-6.16,-36.07,52.19,0.12,0.61,0.07,1
54.0,-29.03,11.99,-18.07,-13.37,-29.79,0.84,-0.17,-0.51,0
59.59,-13.28,16.05,5.68,-31.37,1.59,0.46,0.39,-1.04,2
50.48,-30.55,12.83,69.64,-45.1,63.48,0.9,1.37,0.06,1
49.16,-13.76,21.77,30.33,-4.58,57.86,0.93,0.26,-0.39,0
52.27,-23.01,15.97,-90.76,21.61,-14.28,0.99,0.39,-0.19,0
52.17,-26.77,15.3,6.04,18.62,28.69,-0.83,0.79,-0.03,1
20.9,-37.16,-7.01,13.55,11.17,55.54,-0.64,0.36,0.31,2
50.06,-15.73,21.28,-43.52,15.14,-44.56,1.0,0.23,-0.22,0
25.4,-38.09,-2.43,40.04,30.88,-3.6,0.97,-0.84,-0.64,1
48.9,-7.62,25.32,9.4,12.45,44.98,1.39,-0.03,-0.58,0
42.0,4.27,-46.97,-0.85,-0.06,0.49,-0.04,-0.03,1.0,3
50.7,-19.89,20.79,-29.85,38.76,-67.87,1.24,-0.19,-0.5,0
29.15,-37.02,1.4,67.81,23.01,-4.09,0.86,-0.76,-0.44,1
49.83,-16.14,21.89,38.57,10.93,46.81,0.9,0.26,-0.35,0
52.54,-18.86,23.45,-1.59,71.04,22.77,0.24,0.46,-0.95,2
16.09,-17.33,31.49,6.71,62.32,12.33,-0.72,0.31,-0.59,2
58.85,-26.73,1.93,2.56,-15.01,88.01,0.58,1.09,0.13,2
63.23,-7.03,3.72,2.75,6.53,-27.53,0.94,0.47,0.05,2
52.37,-28.58,14.31,-12.7,86.61,-34.67,-0.66,1.42,0.4,1
49.18,-10.19,23.65,1.53,-2.38,40.59,1.22,0.12,-0.58,0
51.01,-30.48,9.09,31.43,-30.27,39.25,0.52,-0.24,-0.34,0
42.05,5.35,-47.61,-0.55,0.0,0.37,-0.04,-0.03,1.0,3
50.56,-10.13,22.8,-9.4,14.28,-18.25,1.18,0.43,-0.36,0
50.68,-13.62,27.98,-13.79,-80.99,-8.3,0.23,0.37,-1.05,2
40.94,-36.01,-3.08,-4.94,-21.0,-83.74,-0.16,0.9,0.14,2
53.77,-21.29,14.99,-0.49,-5.92,-6.71,0.96,0.13,0.01,0
37.24,-38.18,1.51,-76.48,-6.84,-163.76,1.67,2.86,0.14,1
